Year,Month,Day,Temp at Recording,Dew Point / Frost Point,Wet Bulb Temp,Surface Temperature,Temperature Range,Temp Max,Temp Min,Specific Humidity,Relative Humidity,Precipitation
1999,4,27,5.3,0.3,2.8,5.83,13.35,11.58,-1.77,3.91,73.5,0
1999,4,28,8.43,2.41,5.42,8.79,14.12,15.53,1.4,4.52,69.94,0.08
1999,4,29,9.27,2.34,5.8,9.17,14.38,16.13,1.76,4.52,66.44,0
1999,4,30,10.87,4.9,7.89,10.73,15.9,18.77,2.88,5.43,70.94,0
1999,5,1,12.55,5.89,9.22,12.01,17.67,21.08,3.41,5.86,68.38,0
1999,5,2,14.51,8.48,11.5,14.48,17.06,22.95,5.89,7.02,71.5,0
1999,5,3,14.33,6.69,10.51,14.3,14.31,20.26,5.94,6.23,64,0.03
1999,5,4,14.12,9.97,12.05,14.19,10.48,19.66,9.19,7.87,77.12,0.08
1999,5,5,17.69,13.02,15.36,17.83,13.94,24.64,10.69,9.52,76.88,0.04
1999,5,6,18.83,14.11,16.47,18.95,10.71,24.65,13.94,10.19,76,0.01
1999,5,7,18.33,15.08,16.7,18.53,8.48,22.65,14.18,10.93,82.25,1.27
1999,5,8,15.77,13.53,14.65,16.15,11.16,22.79,11.63,9.89,87.25,8.37
1999,5,9,12.67,9.2,10.94,13.26,9.96,16.76,6.8,7.39,80.5,2.32
1999,5,10,9.46,3.33,6.4,9.89,9.88,14.31,4.43,4.88,68,0.03
1999,5,11,10.99,2.85,6.92,10.87,13.71,18.37,4.66,4.7,61.25,0
1999,5,12,10.44,0.9,5.67,10.21,10.58,16.58,6,4.15,55.62,0
1999,5,13,11.3,2.8,7.05,11.34,15.64,18.86,3.23,4.82,59.75,0.09
1999,5,14,13.97,6.1,10.04,14.33,15.04,21.78,6.74,5.98,64.69,0.08
1999,5,15,15.19,8.33,11.76,15.37,12.97,21.58,8.61,6.9,67.06,0
1999,5,16,15.16,6.87,11.01,15.51,11.3,21.55,10.26,6.29,61.25,0
1999,5,17,17.33,10.85,14.09,17.61,14.06,24.13,10.07,8.18,68.19,0
1999,5,18,18.79,12.42,15.61,19,12.89,25.83,12.94,9.09,68.88,0.18
1999,5,19,15.02,10.94,12.98,15.53,12.33,20.84,8.51,8.42,77.81,6.02
1999,5,20,11.49,3.83,7.66,11.56,10.41,16.49,6.08,5.07,63.25,0
1999,5,21,15.85,5.01,10.43,14.97,16.05,23.62,7.58,5.55,52.94,0
1999,5,22,18.38,10.12,14.25,18.22,16.66,27.25,10.58,7.87,62.94,0.02
1999,5,23,17.84,12.69,15.26,18.19,13.47,25.32,11.85,9.4,75.5,1.34
1999,5,24,15.73,12.76,14.25,16.19,8.79,20.12,11.33,9.58,83.06,9.19
1999,5,25,11.83,6.33,9.08,12.52,6.41,15.67,9.26,6.1,70.25,6.63
1999,5,26,11.26,7.72,9.49,11.9,5.32,14.55,9.23,6.71,79.56,6.38
1999,5,27,13.36,6.48,9.92,13.8,11.45,19.17,7.72,6.16,67.38,0.14
1999,5,28,16.12,8.72,12.42,16.18,16.75,24.3,7.55,7.14,65.12,0
1999,5,29,18.42,9.11,13.76,17.58,16.21,25.8,9.59,7.32,58.12,0
1999,5,30,21.94,11.3,16.62,21.24,21.26,32.27,11.01,8.48,56.12,0
1999,5,31,22.62,13,17.81,22.58,15.84,30.48,14.64,9.52,58.06,0.04
1999,6,1,21.4,15.87,18.64,21.51,9.5,26.91,17.41,11.47,72.31,2.72
1999,6,2,22.79,17.56,20.18,22.87,11.13,28.48,17.34,12.76,74.38,2.78
1999,6,3,18.33,13.45,15.89,18.8,9.26,22.42,13.16,9.89,74.5,1.02
1999,6,4,15.94,5.71,10.83,16.1,13.13,22.22,9.08,5.86,56.25,0
1999,6,5,19.01,8.84,13.93,19.3,17.98,26.83,8.85,7.2,55.75,0
1999,6,6,23.44,15.65,19.55,23.54,16.53,31.26,14.73,11.54,63,0.05
1999,6,7,26.36,19.66,23.01,26.32,13.09,32.79,19.69,14.53,69.12,0.45
1999,6,8,24.14,15.5,19.82,24.3,10.84,28.58,17.75,11.23,61.19,0
1999,6,9,20.51,14.49,17.5,21.01,10.14,26.01,15.87,10.44,71.06,0.03
1999,6,10,22.83,15.86,19.34,23.11,14.99,29.98,14.98,11.35,68.38,0.01
1999,6,11,23.65,14.62,19.14,24,15.31,31.91,16.6,10.44,60.31,0
1999,6,12,22.83,7.49,15.16,23.2,17.04,31.7,14.67,6.59,42.19,0
1999,6,13,23.83,15.81,19.82,24.13,13.91,30.56,16.64,11.35,63.75,0.87
1999,6,14,21.3,15.78,18.54,21.76,12.51,27.7,15.19,11.41,73.25,5.1
1999,6,15,14.44,6.69,10.57,15.32,11.24,18.85,7.62,6.41,64,0.36
1999,6,16,14.07,3.84,8.96,14.82,14.77,21.78,7.01,5.07,56.19,0.06
1999,6,17,13.07,6.72,9.89,13.32,9.58,18.24,8.66,6.23,67.38,5.19
1999,6,18,15.42,7.05,11.23,15.23,14.73,21.97,7.23,6.29,62.06,0.14
1999,6,19,18.51,8.32,13.41,18.51,16.91,25.98,9.06,6.9,56.56,0
1999,6,20,20.62,10.45,15.54,20.76,12.39,26.69,14.3,7.93,55.56,0.16
1999,6,21,20.66,11.5,16.08,20.87,12.02,26.32,14.3,8.54,59.12,0.26
1999,6,22,22.7,11.55,17.12,22.19,14.76,30.37,15.6,8.61,55.44,0
1999,6,23,24.29,11.46,17.87,24.26,16.77,32.01,15.23,8.54,49.62,0.02
1999,6,24,24.5,11.58,18.04,24.61,15.52,32.83,17.3,8.85,49.56,2.63
1999,6,25,20.79,14.93,17.86,20.91,10.15,26.71,16.56,10.93,69.88,12.22
1999,6,26,22.79,10.56,16.67,22.58,16.87,31.09,14.23,8.24,54.06,0.06
1999,6,27,25.37,17.07,21.22,25.44,17.73,34.31,16.58,12.76,63.5,10
1999,6,28,25.23,20.78,23.01,25.06,9.53,30.67,21.14,15.75,78,5.45
1999,6,29,22.14,17.11,19.62,22.51,12.52,27.98,15.45,13,75,7.35
1999,6,30,20.31,10.05,15.18,20.62,17.05,28.69,11.64,7.87,57.81,0
1999,7,1,24.58,17.1,20.84,24.8,15.66,31.48,15.82,12.57,64.62,3.67
1999,7,2,24.37,17.09,20.73,24.45,11.48,29.76,18.29,12.57,67.56,7.89
1999,7,3,25.51,15.93,20.72,25.27,16.09,33.05,16.95,11.54,60.5,14.94
1999,7,4,26.94,22.51,24.72,27.05,9.74,32.33,22.6,17.33,78.44,14.31
1999,7,5,28.34,21.44,24.9,28.4,10.13,33.52,23.38,16.24,67.75,1.45
1999,7,6,26.76,21.11,23.94,26.98,13.85,33.51,19.65,16.05,73.25,4.62
1999,7,7,21.98,11.9,16.94,22.53,8.4,26.27,17.87,8.85,54.88,1.04
1999,7,8,18.98,11.21,15.09,19.57,7.53,22.87,15.33,8.48,62.5,0.09
1999,7,9,19.33,15.71,17.52,19.84,7.72,22.69,14.98,11.6,80.19,8.42
1999,7,10,18.91,12.68,15.8,19.38,7.09,22.03,14.94,9.52,67.81,0.48
1999,7,11,18.35,8.59,13.48,17.98,10.95,23.15,12.2,7.08,56.88,0.18
1999,7,12,21.38,8.28,14.83,20.45,14.12,28.56,14.44,6.9,45.81,0.03
1999,7,13,21.28,10.04,15.66,21.47,15.57,28.69,13.12,7.75,53.25,0.01
1999,7,14,23.06,11.38,17.22,23.23,15.16,30.42,15.26,8.48,51.25,0.03
1999,7,15,25.21,14.13,19.67,25.08,16.28,33.4,17.12,10.25,53.69,0
1999,7,16,26.28,16.63,21.46,26.26,13.96,33.41,19.45,11.96,58.88,0
1999,7,17,27.58,17.83,22.71,27.55,14.48,34.86,20.38,12.94,58.88,0.44
1999,7,18,26.42,19.39,22.9,26.33,11.57,32.47,20.89,14.22,67.88,1.88
1999,7,19,22.01,17.94,19.98,22.43,6.75,24.88,18.13,13.12,78.88,3.43
1999,7,20,21.66,12.4,17.03,21.93,10.03,27.1,17.07,9.28,61,0.03
1999,7,21,23.11,12.05,17.58,22.83,15.34,30.39,15.05,8.97,53.5,0.03
1999,7,22,25.24,16.41,20.83,24.98,13.02,32.1,19.08,11.84,60.94,0.11
1999,7,23,25.02,17.01,21.02,25.01,13.78,31.71,17.92,12.33,64.31,0.39
1999,7,24,25.22,17.53,21.37,25,11.14,31.16,20.02,12.82,63.94,1.16
1999,7,25,24.23,16.98,20.61,24.41,11.08,30.19,19.12,12.39,67.12,1.68
1999,7,26,23.55,17.78,20.66,23.8,10.53,28.71,18.18,13,72.75,1.42
1999,7,27,24.54,14.5,19.51,24.68,12.58,31.28,18.7,10.62,58.19,0.02
1999,7,28,23.5,12.4,17.95,23.85,14.3,30.77,16.48,9.22,54.69,0
1999,7,29,24.33,16.41,20.37,24.3,12.81,31.1,18.29,11.96,63.62,1.56
1999,7,30,26.92,16.38,21.65,26.79,14.95,34.59,19.65,12.02,56.38,2.4
1999,7,31,27.48,16.91,22.19,27.37,14.29,34.05,19.76,12.39,57.31,0.21
1999,8,1,24.07,16.44,20.25,24.44,10.6,29.42,18.82,12.27,66.69,6.37
1999,8,2,20.25,12.73,16.49,20.47,8.76,24.42,15.67,9.34,64.94,0.08
1999,8,3,20.44,10.55,15.5,20.07,12.17,26.12,13.95,8.06,56.94,0.46
1999,8,4,22.09,12.14,17.12,22.25,14.37,30.16,15.8,9.09,58.12,2.47
1999,8,5,20.61,13.89,17.25,21.05,10.73,26.4,15.68,10.19,69.75,2.63
1999,8,6,19.4,12.37,15.88,19.87,11.19,25.52,14.34,9.22,68.19,2.57
1999,8,7,20.69,9.94,15.32,20.62,13.05,27.09,14.05,7.87,56,0.47
1999,8,8,20.21,16.71,18.46,20.63,9.15,25.51,16.36,12.21,81.44,9.3
1999,8,9,16.62,7.48,12.05,17.19,8.47,20.9,12.44,6.65,57.62,0.03
1999,8,10,16.3,9.97,13.13,16.74,10.67,21.9,11.23,7.81,69.56,1.24
1999,8,11,19.9,14.66,17.28,20,12.66,26.51,13.85,10.62,74.88,0.96
1999,8,12,22.49,14.12,18.3,22.47,14.43,29.67,15.24,10.25,64,0.02
1999,8,13,23.95,17.6,20.78,24.03,11.56,29.6,18.04,12.94,69.12,2.95
1999,8,14,22.31,17.98,20.15,22.55,12.22,28.37,16.15,13.24,78.06,2.1
1999,8,15,19.72,11.65,15.69,20.12,11.96,26.34,14.38,8.73,64.56,0.22
1999,8,16,22.18,11.58,16.87,21.48,16.7,30.71,14.01,8.61,56,0.01
1999,8,17,24.19,13.04,18.61,24.28,14.83,32.49,17.66,9.58,53.5,0.63
1999,8,18,19.87,14.48,17.18,20.3,8.87,24.52,15.65,10.5,73.75,0.07
1999,8,19,21.24,11.17,16.2,21.4,12.67,27.94,15.26,8.48,58.62,0.01
1999,8,20,17.98,14.44,16.21,18.48,5.12,20.81,15.69,10.44,80.5,8.53
1999,8,21,18.43,11.44,14.94,18.87,11.09,24.53,13.44,8.61,67.88,0.81
1999,8,22,18.44,11.14,14.79,18.31,12.28,24.65,12.37,8.36,66,0.04
1999,8,23,21.53,11.99,16.76,21.33,16.03,29.47,13.44,8.85,59.12,0
1999,8,24,23.51,13.94,18.73,23.62,13.12,30.33,17.21,10.13,57.81,1.08
1999,8,25,24.13,14.17,19.15,24.16,12.63,31.22,18.58,10.31,58.12,0.01
1999,8,26,21.4,15.37,18.38,21.76,9.59,27.48,17.88,11.11,71.31,2.34
1999,8,27,21.22,17.92,19.57,21.36,8.83,26.58,17.75,13.06,83.06,5.48
1999,8,28,23.51,16.94,20.23,23.6,13.08,30.17,17.09,12.27,69.44,0.38
1999,8,29,18.59,9.74,14.16,19.08,9.85,23.42,13.57,7.75,58.62,0.08
1999,8,30,15.93,7.11,11.52,16.56,13.06,22.89,9.83,6.35,59.31,0.01
1999,8,31,17.94,8.1,13.02,18.15,18.98,27.77,8.8,6.84,60.81,0
1999,9,1,21.76,10.21,15.99,21.15,20.38,32.32,11.94,7.87,54.94,0.01
1999,9,2,22.53,11.37,16.95,21.5,17.3,31.94,14.64,8.54,56.31,0
1999,9,3,23.05,11.21,17.13,22.12,16.15,32.25,16.1,8.48,53.25,0
1999,9,4,24.33,12.4,18.37,24.3,18.88,34.43,15.55,9.16,53.56,0.01
1999,9,5,24.51,15.13,19.82,24.61,13.3,32.07,18.77,11.11,61.19,0.77
1999,9,6,25.05,18.22,21.63,25.17,11.29,31.48,20.19,13.31,69.5,2.45
1999,9,7,22.57,20.04,21.3,22.84,8.55,28.13,19.58,14.95,86.69,18.31
1999,9,8,22.15,17.76,19.96,22.16,9.63,27.48,17.85,13,78.44,3.44
1999,9,9,23.17,15.65,19.41,23.21,12.62,30.08,17.45,11.41,68,0.33
1999,9,10,20.33,13.01,16.67,20.73,9.3,25.74,16.44,9.83,67.12,2.55
1999,9,11,18.03,9.27,13.65,18.49,11.48,24.32,12.83,7.39,59.88,0.15
1999,9,12,19.2,8.01,13.6,19,16.87,28.2,11.34,6.84,56,0
1999,9,13,20.89,9.88,15.38,21.1,14.92,28.49,13.57,7.69,52.62,0.61
1999,9,14,17.84,16.19,17.02,18.23,5.19,20.72,15.53,11.66,90.19,14.69
1999,9,15,16.56,9.26,12.91,16.73,11.82,23.04,11.21,7.45,67.44,0.15
1999,9,16,12.97,11.47,12.22,13.64,3.59,14.36,10.77,8.61,90.56,63.75
1999,9,17,12.93,8.3,10.61,13.4,7.19,16.92,9.73,6.9,75.19,4.76
1999,9,18,15.44,9.37,12.4,14.86,12.16,21.67,9.51,7.45,70,0.01
1999,9,19,16.32,9.39,12.86,16.53,14.38,23.52,9.15,7.45,67.12,0
1999,9,20,17.5,13.05,15.27,17.67,12.83,25.18,12.35,9.58,78.19,11.8
1999,9,21,9.44,7.48,8.46,10.26,4.76,12.16,7.4,6.59,87.94,4.26
1999,9,22,8.48,4.65,6.56,9.21,6.53,12.16,5.62,5.43,79.56,5.47
1999,9,23,14.51,9.25,11.88,14.73,17.58,23.63,6.05,7.51,74.06,0.33
1999,9,24,15.9,8.64,12.27,16.02,12.45,22.9,10.46,7.14,66.38,0.2
1999,9,25,12.31,7.86,10.08,12.56,9.8,17.19,7.39,6.77,77.06,0.23
1999,9,26,14.19,8.47,11.33,14.52,17.18,23.12,5.94,7.08,72.69,0
1999,9,27,17.87,14.85,16.37,17.94,9.54,23.05,13.5,10.62,83.25,0
1999,9,28,20.43,16.3,18.37,20.38,11.01,26.85,15.84,11.66,79,0.14
1999,9,29,20.77,16.77,18.77,20.75,8.8,26.1,17.3,12.15,78.75,6.24
1999,9,30,13.42,7.95,10.69,13.87,8.41,18.02,9.62,7.02,70.88,15.35
1999,10,1,12.18,4.67,8.42,12.56,12.01,19.26,7.26,5.37,63.12,0.01
1999,10,2,12.8,6.57,9.68,12.69,13.3,19.11,5.8,6.16,69,0.07
1999,10,3,10.82,3.19,7.01,11.3,7.67,14.7,7.02,5.07,64.19,0.77
1999,10,4,6.46,4.34,5.4,7.14,6.25,8.9,2.65,5.25,86.62,15.93
1999,10,5,5.94,1.48,3.71,6.09,8.87,10.99,2.12,4.27,75.12,0.47
1999,10,6,5.92,0.81,3.37,6.49,10.59,10.39,-0.2,4.15,71.31,0.74
1999,10,7,2.73,-4.62,-0.95,2.85,11.64,8.54,-3.1,2.69,62.69,0.21
1999,10,8,9.01,2.76,5.89,9.35,15.45,16.69,1.25,4.82,66.88,2.63
1999,10,9,14.4,10.51,12.45,13.7,8.84,19.32,10.48,8,78.81,2.61
1999,10,10,16.3,14.19,15.25,16.08,9.73,21.73,12,10.25,88.31,3.09
1999,10,11,12.26,6.76,9.51,12.37,10.13,16.55,6.42,6.41,72.19,2
1999,10,12,9.92,4.3,7.11,9.63,10.27,15.62,5.34,5.25,71.88,0.32
1999,10,13,14.27,9.28,11.77,14.3,11.55,20.12,8.58,7.57,72.62,17.52
1999,10,14,5.01,0.75,2.88,5.32,9.7,11.26,1.56,4.15,75.88,11.98
1999,10,15,8.26,1.08,4.67,8.11,14.24,15.62,1.37,4.15,64.44,0
1999,10,16,13,7.94,10.47,13.05,12.12,19.5,7.38,6.84,72.69,0.01
1999,10,17,12.01,10.14,11.08,12.08,5.73,14.51,8.79,7.87,88.56,1.98
1999,10,18,6.42,3.4,4.91,6.9,9.3,10.01,0.7,5,82.5,1.46
1999,10,19,4.76,-1.81,1.48,5.29,13.92,11.73,-2.19,3.42,68.06,0.07
1999,10,20,8.8,4.83,6.81,9.01,9.23,14.34,5.11,5.43,78.5,0.89
1999,10,21,7.48,2.32,4.9,7.59,10.9,13.45,2.55,4.58,73.12,0.01
1999,10,22,7.41,5.04,6.23,7.67,6.39,10.91,4.52,5.62,85.25,4.61
1999,10,23,5.84,3.73,4.79,6.19,5.05,8.87,3.83,5.13,87.44,4.64
1999,10,24,5.31,2.28,3.8,5.69,3.06,6.58,3.51,4.64,81.44,5.09
1999,10,25,6.63,1.2,3.91,6.8,10.47,12.95,2.49,4.21,70.81,0.01
1999,10,26,8.4,2.66,5.54,8.47,10.59,15.14,4.55,4.7,69.19,0.21
1999,10,27,4.3,1.43,2.87,4.51,10.36,9.14,-1.21,4.27,83.19,0.15
1999,10,28,5.39,0.9,3.15,5.67,15.85,13.76,-2.09,4.15,76.06,0
1999,10,29,10.01,5.31,7.65,9.46,14.3,17.55,3.24,5.55,75.62,0
1999,10,30,12.86,8.8,10.83,12.66,13.45,21.23,7.78,7.08,78.44,0.01
1999,10,31,12.26,9.27,10.76,12.08,10.52,17.14,6.62,7.39,81.94,0.1
1999,11,1,11.05,6.47,8.76,10.8,12.42,18.2,5.78,6.1,75.62,0.16
1999,11,2,14.33,11.54,12.94,14.15,6.18,17.07,10.89,8.79,83.25,12.69
1999,11,3,4.93,-0.4,2.26,5.31,11.47,13.35,1.88,3.91,68.56,1.44
1999,11,4,3.58,-2.19,0.69,3.95,6.94,8.13,1.19,3.3,67.62,0.41
1999,11,5,9.35,2.72,6.04,9.36,13.55,15.42,1.87,4.76,64.81,0
1999,11,6,7.9,1.4,4.65,7.9,5.86,10.82,4.96,4.33,65.5,0.01
1999,11,7,2.48,-3.86,-0.69,2.87,6.27,4.77,-1.49,2.87,63.62,0.09
1999,11,8,1.82,-3.74,-0.95,1.65,9.75,6.62,-3.13,2.87,69.44,0
1999,11,9,10.07,5.3,7.68,9.96,12.86,16.3,3.44,5.98,72.44,0
1999,11,10,11.76,9.28,10.52,11.51,10.6,15.32,4.71,7.57,85,8.5
1999,11,11,0.48,-5.17,-2.35,0.93,9.09,5.12,-3.97,2.62,69.25,0.2
1999,11,12,2.7,-1.7,0.5,3.03,10.72,8.39,-2.33,3.48,74.62,0.63
1999,11,13,6.14,3.88,5.01,6.14,4.75,9.2,4.45,5.07,86.06,0.28
1999,11,14,7.3,3.53,5.41,7.24,8.59,10.89,2.31,5.07,77.25,0.84
1999,11,15,0.74,-3.6,-1.43,1.13,3.95,2.33,-1.6,2.99,72.69,0.71
1999,11,16,-1.33,-5.84,-3.59,-0.84,2.88,0.09,-2.78,2.5,71.31,1.31
1999,11,17,-0.91,-5.81,-3.36,-0.56,4.19,1.58,-2.61,2.44,69.69,0.32
1999,11,18,2.43,-2.43,0,2.51,10.65,8.41,-2.24,3.17,72.44,0.02
1999,11,19,7.39,1.38,4.38,7.2,11.62,14.44,2.81,4.27,66.81,0
1999,11,20,8.08,6.87,7.48,7.83,5.79,11.65,5.87,6.29,92.06,5.23
1999,11,21,7.44,6.15,6.8,7.13,9.2,11.73,2.52,5.98,91.19,0.09
1999,11,22,12.95,11.36,12.15,12.52,9.36,18.81,9.45,8.48,90.81,0.35
1999,11,23,13.37,11.54,12.45,12.8,10.62,19.37,8.74,8.54,89.06,0.12
1999,11,24,11.64,9.01,10.33,11.3,11.46,16.72,5.26,7.39,84.44,0.32
1999,11,25,5.29,2.15,3.72,5.17,4.55,8.06,3.5,4.46,80.94,1.6
1999,11,26,10.26,9.13,9.7,10.09,11.73,15.8,4.07,7.57,92.81,35.87
1999,11,27,7.06,3.35,5.21,7.02,7.43,11.08,3.65,4.94,78.94,0.58
1999,11,28,3.12,0.13,1.62,3.36,3.7,4.93,1.23,3.85,81.06,6.45
1999,11,29,-0.13,-1.61,-0.87,0.32,3.72,1.03,-2.68,3.42,90.06,4.73
1999,11,30,-4.11,-7.24,-5.67,-3.69,5.06,-1.99,-7.06,2.14,80.44,0.52
1999,12,1,-4.85,-8.94,-6.9,-5.18,6.22,-1.06,-7.28,1.89,75.31,0
1999,12,2,-1.11,-4.19,-2.65,-1.47,9.09,3.71,-5.38,2.81,81.31,0.14
1999,12,3,3.2,1.79,2.49,3.01,7.66,7.51,-0.15,4.46,90.31,0.45
1999,12,4,5.87,5.65,5.76,5.6,7.05,8.73,1.69,5.86,97.81,4.12
1999,12,5,10.05,8.91,9.48,9.68,9.91,15.67,5.76,7.26,92.81,0.24
1999,12,6,7.52,5.94,6.73,7.3,8.6,11.59,2.99,5.98,90.06,4.04
1999,12,7,0.89,-1.13,-0.13,1.08,4.77,3.36,-1.42,3.54,86.94,0.67
1999,12,8,0.78,-1.8,-0.51,0.19,9.16,6.82,-2.33,3.36,85,0.03
1999,12,9,2.67,-0.25,1.21,2.52,13.2,10.88,-2.31,3.78,83,0.31
1999,12,10,3.24,1.8,2.52,3.19,5.25,5.73,0.48,4.46,90.25,5.3
1999,12,11,-0.89,-4.25,-2.57,-0.67,3.91,0.93,-2.99,2.81,78.5,0.45
1999,12,12,-1.21,-3.63,-2.42,-1.1,6.48,2.33,-4.16,2.93,85.06,0.16
1999,12,13,0.15,-0.7,-0.27,0.2,4.12,1.94,-2.18,3.66,94,2.59
1999,12,14,-0.88,-2.02,-1.45,-0.75,3.5,0.76,-2.74,3.3,92.75,11.44
1999,12,15,2.1,1.16,1.63,1.96,4.25,4.07,-0.19,4.21,93.44,0.59
1999,12,16,1.73,-0.21,0.76,1.61,3.74,3.6,-0.14,3.85,87.06,1.84
1999,12,17,-2.25,-5.77,-4.01,-2.18,4.7,-0.44,-5.14,2.5,77.94,1.13
1999,12,18,-3.85,-7.06,-5.45,-4.41,5.02,-1.38,-6.41,2.2,80.25,0.21
1999,12,19,-3.72,-6.77,-5.24,-4.77,9.05,1.66,-7.38,2.26,81.69,0
1999,12,20,0.59,-1.36,-0.38,0.3,8.17,4.37,-3.81,3.6,87.19,6
1999,12,21,-3.18,-7.04,-5.11,-3.31,5.8,-0.17,-5.98,2.26,75.75,0.1
1999,12,22,-5.94,-9.51,-7.73,-6.28,4.73,-2.99,-7.73,1.77,78.25,0.07
1999,12,23,-6.38,-9.24,-7.81,-6.62,5.38,-4.22,-9.61,1.83,82,1.81
1999,12,24,-7.95,-10.73,-9.34,-8.14,3.77,-6.13,-9.9,1.59,82.62,0.82
1999,12,25,-6.99,-10.26,-8.63,-7.25,4.45,-4.58,-9.02,1.65,79.06,0.22
1999,12,26,-3.67,-6.63,-5.15,-3.88,7.1,0.57,-6.53,2.38,81.06,2.5
1999,12,27,-6.95,-9.12,-8.03,-7,4,-5.43,-9.43,1.89,86.88,1.08
1999,12,28,-8.42,-11.38,-9.9,-8.72,6.87,-5.77,-12.63,1.59,80.88,0.33
1999,12,29,-5.39,-8.41,-6.9,-5.52,4.41,-3.44,-7.86,2.01,81.56,0.17
1999,12,30,-0.83,-3.01,-1.92,-1.06,7.61,2.88,-4.74,3.17,86.06,0.1
1999,12,31,-4.27,-7.13,-5.7,-5.08,7.42,-0.24,-7.66,2.2,82.94,0
2000,1,1,-0.88,-2.3,-1.59,-1.18,10.8,4.9,-5.92,3.23,89.88,0.16
2000,1,2,4.55,4.03,4.29,4.15,7.91,8.16,0.26,5.25,96.38,3.27
2000,1,3,6.01,5.39,5.7,5.63,5.85,9.26,3.41,5.74,95.88,8.19
2000,1,4,8.07,6.08,7.07,7.58,16.06,13.68,-2.38,6.41,87.44,14.18
2000,1,5,-4.65,-9.06,-6.85,-4.12,2.81,-3.23,-6.04,1.89,72.31,0.01
2000,1,6,-1.89,-5.61,-3.75,-1.88,7.11,1.49,-5.62,2.5,76.38,0.05
2000,1,7,-0.83,-3.52,-2.18,-1.03,5.7,2.01,-3.69,2.99,82.31,0.79
2000,1,8,-1.94,-5.35,-3.64,-2.14,9.8,3.09,-6.71,2.56,79.31,0
2000,1,9,0.63,-0.68,-0.02,0.24,6.91,4.67,-2.24,3.72,90.44,3.13
2000,1,10,1.55,0.9,1.23,1.35,4.27,3.71,-0.56,4.15,95.5,10.51
2000,1,11,1.48,-0.56,0.46,1.14,4.15,3.55,-0.6,3.78,86.44,4.51
2000,1,12,-1.2,-3.87,-2.53,-1.41,2.88,0.12,-2.77,2.87,82.75,0.26
2000,1,13,-7.76,-10.35,-9.06,-7.8,9.32,-2.85,-12.16,1.71,83.12,6.49
2000,1,14,-11.37,-14.2,-12.78,-11.39,4.2,-9.08,-13.28,1.16,80.62,0.17
2000,1,15,-8.98,-11.54,-10.26,-10.07,9.55,-4.88,-14.43,1.53,83.69,0.23
2000,1,16,-4.39,-7.49,-5.95,-4.55,15.95,1.64,-14.31,2.32,79.5,1.09
2000,1,17,-17.7,-19.59,-18.64,-17.85,3.82,-15.31,-19.13,0.67,84.56,0.02
2000,1,18,-15.88,-18.03,-16.96,-16.46,4.91,-13.35,-18.25,0.79,83.81,0.37
2000,1,19,-10.72,-12.77,-11.75,-11.55,8.97,-6.04,-15.01,1.4,87.12,0.26
2000,1,20,-7.17,-8.31,-7.74,-7.26,6.12,-4.56,-10.68,2.01,94.81,6.59
2000,1,21,-14.31,-15.77,-15.04,-14.26,4.86,-10.97,-15.83,1.04,90.19,0.93
2000,1,22,-14.61,-16.07,-15.34,-15.2,2.74,-13.01,-15.75,0.98,90.25,0.1
2000,1,23,-9.23,-10.68,-9.95,-9.45,11.84,-4.49,-16.34,1.71,91.81,0.56
2000,1,24,-6.81,-8.82,-7.82,-8.13,5.66,-4.92,-10.58,1.89,88.31,0.2
2000,1,25,-8.31,-9.54,-8.92,-9.86,5.53,-5.25,-10.78,1.83,94.25,4.34
2000,1,26,-8.7,-9.94,-9.32,-8.72,4.78,-7.31,-12.08,1.77,94.06,2.26
2000,1,27,-13.7,-14.92,-14.31,-13.64,2.23,-12.56,-14.79,1.1,92.88,1.07
2000,1,28,-13.27,-14.55,-13.91,-13.45,6.63,-10.11,-16.74,1.1,92.62,0.19
2000,1,29,-10.4,-12.52,-11.45,-14.65,14.84,-2.79,-17.63,1.46,86.5,0.01
2000,1,30,-6.64,-8.04,-7.34,-7.52,15.57,0.14,-15.43,2.2,91.56,5.73
2000,1,31,-3.92,-4.64,-4.28,-4.13,3.88,-2.27,-6.15,2.75,97.31,2.59
2000,2,1,-4.94,-5.81,-5.38,-5.13,5.43,-2.84,-8.27,2.5,96.5,2.6
2000,2,2,-9.33,-10.27,-9.8,-9.4,2.52,-8.33,-10.85,1.65,96.75,0.35
2000,2,3,-7.67,-8.47,-8.06,-7.86,6.95,-3.42,-10.38,2.01,97.62,1.22
2000,2,4,-8.22,-9.02,-8.63,-8.42,8.7,-3.56,-12.27,1.95,97.62,0.24
2000,2,5,-7.16,-7.98,-7.56,-7.56,12.06,-2.25,-14.31,2.2,96.75,2.35
2000,2,6,-7.2,-8.24,-7.72,-7.59,9.23,-2.86,-12.1,2.01,95.56,0.12
2000,2,7,-6.18,-7.18,-6.68,-6.54,15.91,-0.73,-16.63,2.32,95,1.58
2000,2,8,-12.2,-12.85,-12.52,-14.85,15.26,-5.45,-20.7,1.4,96.38,0
2000,2,9,-3.04,-3.75,-3.4,-3.36,10.44,1.02,-9.42,2.99,96.31,0.35
2000,2,10,-1.21,-1.81,-1.51,-1.4,7.31,1.72,-5.6,3.42,96.44,1.11
2000,2,11,-3.45,-4.74,-4.1,-3.24,10.48,0.54,-9.94,2.81,92.25,1.67
